TimeStamp,NoOfCells,VehicleId,VehicleType,SignalGroup,LaneId,ApproachId,LocationOnMap,PhaseStatus,PhaseElapsedTime,Speed,Heading,DistanceToStopBar,NearestCVDistanceToStopBar,NearestCVSpeed,CellStatus
1629792408.1574,10,0,0,2,14,5,2,4,0.69,-1.00,-1.00,49.53,3.81,0.00,0
1629792408.1574,10,0,0,2,14,5,2,4,0.69,-1.00,-1.00,57.15,3.81,0.00,0
1629792408.1574,10,0,0,2,14,5,2,4,0.69,-1.00,-1.00,64.77,3.81,0.00,0
1629792408.1574,10,0,0,2,14,5,2,4,0.69,-1.00,-1.00,72.39,3.81,0.00,0
1629792408.3548,10,0,0,2,14,5,2,4,0.89,-1.00,-1.00,11.43,3.81,0.00,0
1629792408.3548,10,0,0,2,14,5,2,4,0.89,-1.00,-1.00,19.05,3.81,0.00,0
1629792408.3548,10,0,0,2,14,5,2,4,0.89,-1.00,-1.00,26.67,3.81,0.00,0
1629792408.3548,10,0,0,2,14,5,2,4,0.89,-1.00,-1.00,34.29,3.81,0.00,0
1629792408.3548,10,0,0,2,14,5,2,4,0.89,-1.00,-1.00,41.91,3.81,0.00,0
1629792408.3548,10,0,0,2,14,5,2,4,0.89,-1.00,-1.00,49.53,3.81,0.00,0
1629792408.3548,10,0,0,2,14,5,2,4,0.89,-1.00,-1.00,57.15,3.81,0.00,0
1629792408.3548,10,0,0,2,14,5,2,4,0.89,-1.00,-1.00,64.77,3.81,0.00,0
1629792408.3548,10,0,0,2,14,5,2,4,0.89,-1.00,-1.00,72.39,3.81,0.00,0
1629792408.4538,10,0,0,2,14,5,2,4,1.01,-1.00,-1.00,11.43,3.81,0.00,0
1629792408.4538,10,0,0,2,14,5,2,4,1.01,-1.00,-1.00,19.05,3.81,0.00,0
1629792408.4538,10,0,0,2,14,5,2,4,1.01,-1.00,-1.00,26.67,3.81,0.00,0
1629792408.4538,10,0,0,2,14,5,2,4,1.01,-1.00,-1.00,34.29,3.81,0.00,0
1629792408.4538,10,0,0,2,14,5,2,4,1.01,-1.00,-1.00,41.91,3.81,0.00,0
1629792408.4538,10,0,0,2,14,5,2,4,1.01,-1.00,-1.00,49.53,3.81,0.00,0
1629792408.4538,10,0,0,2,14,5,2,4,1.01,-1.00,-1.00,57.15,3.81,0.00,0
1629792408.4538,10,0,0,2,14,5,2,4,1.01,-1.00,-1.00,64.77,3.81,0.00,0
1629792408.4538,10,0,0,2,14,5,2,4,1.01,-1.00,-1.00,72.39,3.81,0.00,0
1629792408.5563,10,0,0,2,14,5,2,4,1.09,-1.00,-1.00,11.43,3.81,0.00,0
1629792408.5563,10,0,0,2,14,5,2,4,1.09,-1.00,-1.00,19.05,3.81,0.00,0
1629792408.5563,10,0,0,2,14,5,2,4,1.09,-1.00,-1.00,26.67,3.81,0.00,0
1629792408.5563,10,0,0,2,14,5,2,4,1.09,-1.00,-1.00,34.29,3.81,0.00,0
1629792408.5563,10,0,0,2,14,5,2,4,1.09,-1.00,-1.00,41.91,3.81,0.00,0
1629792408.5563,10,0,0,2,14,5,2,4,1.09,-1.00,-1.00,49.53,3.81,0.00,0
1629792408.5563,10,0,0,2,14,5,2,4,1.09,-1.00,-1.00,57.15,3.81,0.00,0
1629792408.5563,10,0,0,2,14,5,2,4,1.09,-1.00,-1.00,64.77,3.81,0.00,0
1629792408.5563,10,0,0,2,14,5,2,4,1.09,-1.00,-1.00,72.39,3.81,0.00,0
1629792408.7573,10,0,0,2,14,5,2,4,1.29,-1.00,-1.00,11.43,3.81,0.00,0
1629792408.7573,10,0,0,2,14,5,2,4,1.29,-1.00,-1.00,19.05,3.81,0.00,0
1629792408.7573,10,0,0,2,14,5,2,4,1.29,-1.00,-1.00,26.67,3.81,0.00,0
1629792408.7573,10,0,0,2,14,5,2,4,1.29,-1.00,-1.00,34.29,3.81,0.00,0
1629792408.7573,10,0,0,2,14,5,2,4,1.29,-1.00,-1.00,41.91,3.81,0.00,0
1629792408.7573,10,0,0,2,14,5,2,4,1.29,-1.00,-1.00,49.53,3.81,0.00,0
1629792408.7573,10,0,0,2,14,5,2,4,1.29,-1.00,-1.00,57.15,3.81,0.00,0
1629792408.7573,10,0,0,2,14,5,2,4,1.29,-1.00,-1.00,64.77,3.81,0.00,0
1629792408.7573,10,0,0,2,14,5,2,4,1.29,-1.00,-1.00,72.39,3.81,0.00,0
1629792408.9611,10,0,0,2,14,5,2,4,1.49,-1.00,-1.00,11.43,3.81,0.00,0
1629792408.9611,10,0,0,2,14,5,2,4,1.49,-1.00,-1.00,19.05,3.81,0.00,0
1629792408.9611,10,0,0,2,14,5,2,4,1.49,-1.00,-1.00,26.67,3.81,0.00,0
1629792408.9611,10,0,0,2,14,5,2,4,1.49,-1.00,-1.00,34.29,3.81,0.00,0
1629792408.9611,10,0,0,2,14,5,2,4,1.49,-1.00,-1.00,41.91,3.81,0.00,0
1629792408.9611,10,0,0,2,14,5,2,4,1.49,-1.00,-1.00,49.53,3.81,0.00,0
1629792408.9611,10,0,0,2,14,5,2,4,1.49,-1.00,-1.00,57.15,3.81,0.00,0
1629792408.9611,10,0,0,2,14,5,2,4,1.49,-1.00,-1.00,64.77,3.81,0.00,0
1629792408.9611,10,0,0,2,14,5,2,4,1.49,-1.00,-1.00,72.39,3.81,0.00,0
1629792409.0928,10,0,0,2,14,5,2,4,1.69,-1.00,-1.00,11.43,3.81,0.00,0
1629792409.0928,10,0,0,2,14,5,2,4,1.69,-1.00,-1.00,19.05,3.81,0.00,0
1629792409.0928,10,0,0,2,14,5,2,4,1.69,-1.00,-1.00,26.67,3.81,0.00,0
1629792409.0928,10,0,0,2,14,5,2,4,1.69,-1.00,-1.00,34.29,3.81,0.00,0
1629792409.0928,10,0,0,2,14,5,2,4,1.69,-1.00,-1.00,41.91,3.81,0.00,0
1629792409.0928,10,0,0,2,14,5,2,4,1.69,-1.00,-1.00,49.53,3.81,0.00,0
1629792409.0928,10,0,0,2,14,5,2,4,1.69,-1.00,-1.00,57.15,3.81,0.00,0
1629792409.0928,10,0,0,2,14,5,2,4,1.69,-1.00,-1.00,64.77,3.81,0.00,0
1629792409.0928,10,0,0,2,14,5,2,4,1.69,-1.00,-1.00,72.39,3.81,0.00,0
1629792409.2588,10,0,0,2,14,5,2,4,1.81,-1.00,-1.00,11.43,3.81,0.00,0
1629792409.2588,10,0,0,2,14,5,2,4,1.81,-1.00,-1.00,19.05,3.81,0.00,0
1629792409.2588,10,0,0,2,14,5,2,4,1.81,-1.00,-1.00,26.67,3.81,0.00,0
1629792409.2588,10,0,0,2,14,5,2,4,1.81,-1.00,-1.00,34.29,3.81,0.00,0
1629792409.2588,10,0,0,2,14,5,2,4,1.81,-1.00,-1.00,41.91,3.81,0.00,0
1629792409.2588,10,0,0,2,14,5,2,4,1.81,-1.00,-1.00,49.53,3.81,0.00,0
1629792409.2588,10,0,0,2,14,5,2,4,1.81,-1.00,-1.00,57.15,3.81,0.00,0
1629792409.2588,10,0,0,2,14,5,2,4,1.81,-1.00,-1.00,64.77,3.81,0.00,0
1629792409.2588,10,0,0,2,14,5,2,4,1.81,-1.00,-1.00,72.39,3.81,0.00,0
1629792409.3631,10,0,0,2,14,5,2,4,1.90,-1.00,-1.00,11.43,3.81,0.00,0
1629792409.3631,10,0,0,2,14,5,2,4,1.90,-1.00,-1.00,19.05,3.81,0.00,0
1629792409.3631,10,0,0,2,14,5,2,4,1.90,-1.00,-1.00,26.67,3.81,0.00,0
1629792409.3631,10,0,0,2,14,5,2,4,1.90,-1.00,-1.00,34.29,3.81,0.00,0
1629792409.3631,10,0,0,2,14,5,2,4,1.90,-1.00,-1.00,41.91,3.81,0.00,0
1629792409.3631,10,0,0,2,14,5,2,4,1.90,-1.00,-1.00,49.53,3.81,0.00,0
1629792409.3631,10,0,0,2,14,5,2,4,1.90,-1.00,-1.00,57.15,3.81,0.00,0
1629792409.3631,10,0,0,2,14,5,2,4,1.90,-1.00,-1.00,64.77,3.81,0.00,0
1629792409.3631,10,0,0,2,14,5,2,4,1.90,-1.00,-1.00,72.39,3.81,0.00,0
1629792409.4669,10,0,0,2,14,5,2,4,1.99,-1.00,-1.00,11.43,3.81,0.00,0
1629792409.4669,10,0,0,2,14,5,2,4,1.99,-1.00,-1.00,19.05,3.81,0.00,0
1629792409.4669,10,0,0,2,14,5,2,4,1.99,-1.00,-1.00,26.67,3.81,0.00,0
1629792409.4669,10,0,0,2,14,5,2,4,1.99,-1.00,-1.00,34.29,3.81,0.00,0
1629792409.4669,10,0,0,2,14,5,2,4,1.99,-1.00,-1.00,41.91,3.81,0.00,0
1629792409.4669,10,0,0,2,14,5,2,4,1.99,-1.00,-1.00,49.53,3.81,0.00,0
1629792409.4669,10,0,0,2,14,5,2,4,1.99,-1.00,-1.00,57.15,3.81,0.00,0
1629792409.4669,10,0,0,2,14,5,2,4,1.99,-1.00,-1.00,64.77,3.81,0.00,0
1629792409.4669,10,0,0,2,14,5,2,4,1.99,-1.00,-1.00,72.39,3.81,0.00,0
1629792409.6660,10,0,0,2,14,5,2,4,2.19,-1.00,-1.00,11.43,3.81,0.00,0
1629792409.6660,10,0,0,2,14,5,2,4,2.19,-1.00,-1.00,19.05,3.81,0.00,0
1629792409.6660,10,0,0,2,14,5,2,4,2.19,-1.00,-1.00,26.67,3.81,0.00,0
1629792409.6660,10,0,0,2,14,5,2,4,2.19,-1.00,-1.00,34.29,3.81,0.00,0
1629792409.6660,10,0,0,2,14,5,2,4,2.19,-1.00,-1.00,41.91,3.81,0.00,0
1629792409.6660,10,0,0,2,14,5,2,4,2.19,-1.00,-1.00,49.53,3.81,0.00,0
1629792409.6660,10,0,0,2,14,5,2,4,2.19,-1.00,-1.00,57.15,3.81,0.00,0
1629792409.6660,10,0,0,2,14,5,2,4,2.19,-1.00,-1.00,64.77,3.81,0.00,0
1629792409.6660,10,0,0,2,14,5,2,4,2.19,-1.00,-1.00,72.39,3.81,0.00,0
1629792409.8617,10,0,0,2,14,5,2,4,2.39,-1.00,-1.00,11.43,3.81,0.00,0
1629792409.8617,10,0,0,2,14,5,2,4,2.39,-1.00,-1.00,19.05,3.81,0.00,0
1629792409.8617,10,0,0,2,14,5,2,4,2.39,-1.00,-1.00,26.67,3.81,0.00,0
1629792409.8617,10,0,0,2,14,5,2,4,2.39,-1.00,-1.00,34.29,3.81,0.00,0
1629792409.8617,10,0,0,2,14,5,2,4,2.39,-1.00,-1.00,41.91,3.81,0.00,0
1629792409.8617,10,0,0,2,14,5,2,4,2.39,-1.00,-1.00,49.53,3.81,0.00,0
1629792409.8617,10,0,0,2,14,5,2,4,2.39,-1.00,-1.00,57.15,3.81,0.00,0
1629792409.8617,10,0,0,2,14,5,2,4,2.39,-1.00,-1.00,64.77,3.81,0.00,0
1629792409.8617,10,0,0,2,14,5,2,4,2.39,-1.00,-1.00,72.39,3.81,0.00,0
1629792409.9614,10,0,0,2,14,5,2,4,2.50,-1.00,-1.00,11.43,3.81,0.00,0
1629792409.9614,10,0,0,2,14,5,2,4,2.50,-1.00,-1.00,19.05,3.81,0.00,0
1629792409.9614,10,0,0,2,14,5,2,4,2.50,-1.00,-1.00,26.67,3.81,0.00,0
1629792409.9614,10,0,0,2,14,5,2,4,2.50,-1.00,-1.00,34.29,3.81,0.00,0
1629792409.9614,10,0,0,2,14,5,2,4,2.50,-1.00,-1.00,41.91,3.81,0.00,0
1629792409.9614,10,0,0,2,14,5,2,4,2.50,-1.00,-1.00,49.53,3.81,0.00,0
1629792409.9614,10,0,0,2,14,5,2,4,2.50,-1.00,-1.00,57.15,3.81,0.00,0
1629792409.9614,10,0,0,2,14,5,2,4,2.50,-1.00,-1.00,64.77,3.81,0.00,0
